,sentences,users,date,sentiment_score
307,"yes, scout, project, site, accessible, road, flyover, complete, personally, think, walk, mall, especially, hot, sun",Nidz,"Aug 17 2014, 10:41 AM",0.4019
308,"good, cyberjaya, project",brand,"Aug 17 2014, 12:41 PM",0.4404
309,"compare, compare, address, putrajaya, vs, cyberjaya?clio, leverage, huge, shopping, mall, sell, point.cyberjaya, past, launch, mainly, target, student, work, professional, apart, people, buy, stay, despite, work, retirementcould, clio, target, uniten, student, walk, distance, uniten, view, unit",ibbrio,"Aug 17 2014, 03:50 PM",0.3182
310,"flyover, good, like, tropicana, city, mall, create, flyover, connect, mall, easy, community, enter, mall, straight, outside, visitor, soon, use, cause, congestion, mall",ibbrio,"Aug 17 2014, 04:06 PM",0.8834
311,"miss, clio, serviced, apartment, condo, launch, right, good, come, price, tag, premium",ibbrio,"Aug 17 2014, 11:22 PM",0.3182
312,"best, current, house, buying, planner, come, good, project, future, house, buying, planner, ya",Kicimiao66cc,"Aug 18 2014, 07:28 AM",0.7964
313,"buy, type, c, b?car, park, 6, 7, floor, imagine, drive, daily, damn, scary",ibbrio,"Aug 18 2014, 09:54 AM",-0.7096
314,"yup, agree, sale, person, phase, 1, mall, 2, km, phase, 2, 1, km, clio, advertise, walk, distance, imo.clio, leverage, mega, mall, golf, course, resort, environment, future, township, developer, planning, controlled, sure, target, student, rich, mall, successful, office, potential, tenant, cyberjaya, lot, launch, think, maybe, bit, need, careful, choose, right, product, location, interested, bide, time",ftan,"Aug 18 2014, 10:00 AM",0.9382
315,"ths, response, n, turnout, today",ruben7389,"Aug 18 2014, 10:41 PM",0.0
316,"personally, think, bullet, large, unit, 1410, sqf, start, price, rm810k, onward, incentive, discount, ..., rm770k, 1410, rm546, psfthe, price, fair, ..., hahah, 2, cent",Ace Ranger,"Aug 19 2014, 09:20 AM",0.5859
317,"ace, ranger, right, bad, entry, cost, high.ruben7389, morning, people, big, frenzy, probably, rain, snapshot, sale, chart, 11am, edit, ai, flip, pic, use, phone",ftan,"Aug 20 2014, 09:35 AM",-0.7003
318,"bbb, mode, ....., goshh",kamilnu,"Aug 20 2014, 04:13 PM",0.0
319,"ya, morning, tomorrow, ask, sa, buy, investment",ftan,"Aug 20 2014, 04:17 PM",0.0
320,"rotate, 4, u, ady, .., nah, .., look, good, sale, .., puchong, nowday, boom, .., price, like, kl, ady",viper88,"Aug 20 2014, 04:39 PM",0.6124
321,"wow, sale, strong",enkil,"Aug 20 2014, 04:43 PM",0.7964
322,"viper88, thank",ftan,"Aug 20 2014, 04:46 PM",0.3612
323,"s, sad, water, tank, sapu",rachel_xxx,"Aug 20 2014, 04:48 PM",-0.4767
324,"today, look, free, food?how, sale",ftan,"Aug 20 2014, 04:50 PM",0.5106
325,"type, c, type, b, leave, 2, 12, pm, type, 9, left, type, d, plentiful, oh, good, news, tnb, rate, residential, rate, sale, person, water, quit, rent, negotiationand, little, bird, tell, price, 1, 2, friday, night",peyter,"Aug 20 2014, 04:53 PM",0.4019
326,"thank, info, buy?i, doubt, residential, rate, sa, commercial, rate, maybe, help, convert, vp.hmm, check, price, yesterday, 1, 2, increase, high, price, imo",ftan,"Aug 20 2014, 04:57 PM",0.6124
327,"sure, type, d, plenty, type, big, size?type, d, 50, unit, wor, type, 200, unit",Ace Ranger,"Aug 20 2014, 05:03 PM",0.3182
328,"oops, right, second, large, bout, 9, unit, large, plentiful",peyter,"Aug 20 2014, 05:08 PM",0.0
329,"sell, project, 3, day, despite, high, pricing.there, mosque, view, wonder, view, obstruct, future, construction, tall, building, block, view, golf, course, mall.a, property, 1, 2, km, mall, push, super, high, capital, appreciation, staff, work, mall, rent?type, cheap, psf, type, affordability, remain, key, developer, continue, ignore, imho, ridiculous, rubbish, increase, 1, 2, preview.there, justification, speculation, developer, speculate, buyer, speculate, end, property, market, distort",ibbrio,"Aug 20 2014, 05:16 PM",0.0772
330,"today, continue, look, like, seller, marketany, developer, simply, launch, sure, newly, coin, word, waterfish, buy, haha, developer, like, whimdeveloper, rich, citizen, poor, commit, end, debttan, sri, sale, today?staff, badtan, sri, let, increase, 3, tomorrow, fish, waterfish",ibbrio,"Aug 20 2014, 07:35 PM",0.9231
331,"willing, seller, willing, buyer, market, ..., investor, preference, term, neighbor, location, price, environment, etc, ..., kl, area, small, size, unit, price, ..., right, wrong, purchase, view, ..., m2c, 😅",Ace Ranger,"Aug 20 2014, 07:56 PM",-0.4767
332,"correct, pick, new, word, use, forumpeople, think, invest, property, easy, money, need, work, buy, sit, lead, bbb, mentality, buyer, property, launch, developer, continue, sell, high, price, find, hard, sell, similarly, vp, buyers.actually, lot, genuine, buyer, look, property, current, crazy, ..., justification, pricing, sense, people, heavily, debt, service, good, margin, bank, loan, developer, bank, profit, people, try, flip, ordinary, people, suffer, reason, people, compare, malaysian, property, cheap, hope, correction, property, pricing, soon, wanton, mee, suddenly, jump, rm, 10, 15, bowl, acceptable, inflation, reasonable, growth, like, happen, suddenly, property, price",ibbrio,"Aug 21 2014, 09:23 AM",0.8481
333,"agree, look, home, face, difficulty, find, house, budget, week, view, apt, ground, floor, owner, want, sell, rm290k, nego, rm270k, day, bank, indicative, valuation, report, guess, 4, bank, ask, valuation, rm210k, rm230k, tell, owner, die, die, want, sell, rm290k, bcos, unit, sell, rm260k, i'm, willing, topup, ask, rm245k, max, wait, game, begin, ..., moral, malaysian, property, price, bloated, artificial, pricing, wait, collapse, weight",norman05051984,"Aug 21 2014, 11:48 AM",-0.8834
334,"inflated, price, ..., wait, wait, ..., seller, respondsif, buyer, hold, sure, change, property, pricingafter, ground, floor, subject, noise, people, walk, follow, bank, valuation, possible, help, loan, amountasking, price, ...., ask, price, oni, nia, ...",ibbrio,"Aug 21 2014, 03:26 PM",0.6124
335,"slow, slow, wait, ..., rule, thumb, principal, market, drive, demand, supply, basis, easy, money, equivalent, prevalent, long, term, type, investment, asset, nation, individual, thank, inflation, hike, chain, effect, bring, collateral, price, appreciation, instead, blame, developer, bank, profit, individual, thinking, motivated, find, way, contribute, strengthen, affordability",ESBI_E,"Aug 21 2014, 03:47 PM",0.9382
336,"haha, yes, wait, wait, work, hard, hard, increase, wealth, buy, government, developer, understand, rakyat",ibbrio,"Aug 21 2014, 03:56 PM",0.8555
337,"slow, slow, wait",tongyk,"Aug 21 2014, 04:06 PM",0.0
338,"work, hard, past, tense, work, smart, present, tenseunderstanding, mutual, rakyat, understandable, live, world, capitalism, mechanism, .., capitalism, prove, benevolent, human, race, ..., face, ler",ESBI_E,"Aug 21 2014, 08:21 PM",0.5574
339,"buy, esbi?what, think, cheap, project?this, forum, kinda, quiet, compare, forumwhat, happened?some, forum, non, stop, talk, daily",ibbrio,"Aug 21 2014, 08:41 PM",-0.4098
340,"certainty, embrace, uncertainty, certain",ESBI_E,"Aug 21 2014, 09:30 PM",0.4588
341,"bro, philosopher, ah?haha",ibbrio,"Aug 21 2014, 10:08 PM",0.0
342,"work, hard+smart, future, planet, space, tenserakyat, try, understand, catch, upjust, ask, friend, come, work, degreecannot, copecannot, buy, ler, ..., entrepreneur, success, onehow, little",ibbrio,"Aug 21 2014, 10:42 PM",0.7845
343,"ibbrio, u, buy?quiet, 2, reasons:1, buyer, senior, know, existence, forum2, discuss, wait, mall, open, door, lurk, topic",chicargo,"Aug 22 2014, 12:09 AM",-0.2023
344,"truemost, investor, buyer, come, forum, busy, moneyno, time, writebeside, find, unnecessaryi, think, mainly, analyst, forum, analysis, lead, paralysisnot, yetchicargo, buy, type",ibbrio,"Aug 22 2014, 12:15 AM",0.0
345,"good, thought, high, unit, available, close, eye, ioi, resort, city, future, launchesmeanwhile, news, http://msn.iproperty.com.my/modules/news/r...s.aspx?nid=9113",chicargo,"Aug 22 2014, 10:41 AM",0.4404
346,"usual, price, future, launch, claim, sale, team, high, chance, grab, cheap, unit, small, size, clio, suppose, low, density, premium, location, premium, road, face, noise, pollution",ibbrio,"Aug 22 2014, 11:13 AM",-0.0258
347,"u, need, pay, bank, valuation, fee",MNet,"Aug 22 2014, 11:35 AM",-0.1027
348,"probably, 2, wait, mall, open, nice, tenant, fb.next, ioi, launch, connextion, launch, gst, price, higher, right",ftan,"Aug 22 2014, 11:46 AM",0.4215
349,"ask, indicative, valuation, fee, bank, list, cimb, 220kmaybank, 234kbank, islam, 210kbank, mualamalat, 240krhb, tbcambank, tbcto, answer, q, indicative, free, play, tarik, tali, owner, agree, bank, mv, agree, absolutely, crazy, price",norman05051984,"Aug 22 2014, 11:50 AM",0.791
350,"market, understanding, ..., high, property, talk, speaker, buy, buy, buy, buy, buy, buy, buy, taugeh, fresh, buy, buy, buy, buy, later, price, high, know, developer, cost, structure, profit, margin, ..., play, lot, factor, price, high, price, property, buy, today, know, price, gst, inside, .imo, need, rush, gst, depend, want, buy, today, look, ioi, resort, city, development, wait, price, drop, pray, durian, drop, sky",ibbrio,"Aug 23 2014, 09:42 AM",0.7184
351,"regard, gst, think, current, new, development, project, factor, increase, material, price, gst, launch, year, project, need, 3, year, construction, contractor, buy, material, need, buy, stage, price, effect, gst, factor, right, margin, low",Nidz,"Aug 23 2014, 01:07 PM",0.0516
352,"nidz, want, muchdid, manage, sapu, 1, unit?many, buy, small, sqft, late, liao, ...",ibbrio,"Aug 24 2014, 02:28 AM",0.0772
353,"yes, buy, big, unit, 2nd, floor, include, discount, sqft, cost, rm550",Nidz,"Aug 24 2014, 06:36 AM",0.4019
354,"type, value, psf, calculated, 2nd, floor, close, road.congratulation, unit, clio, 775kthis, price, type, b, high, floor, big, unit, deal",ibbrio,"Aug 24 2014, 07:44 AM",0.34
355,"think, noise, issue, know, 7, floor, clio, parking, area, facility, floor, technically, 2nd, floor, unit, 9th, floor, normal, building, plus, road, infront, clio, main, road, putrajaya, main, road, inside, 300, 500, m, reach, clio.but, yeah, comfortable, decision",Nidz,"Aug 24 2014, 07:53 AM",0.6808
356,"indicative, price, bank, share, need, check, bank, 1st, talk, owner, ask, price, alway, rocket, high",eco_supporter,"Aug 26 2014, 01:22 PM",0.296
357,"second, floor, face, view",Ace Ranger,"Aug 26 2014, 01:28 PM",0.0
358,"contact, banker, help, valuation, info, regard, property.golf, course, view",Nidz,"Aug 26 2014, 01:37 PM",0.4019
359,"yes, true, refer, project, launch, gst, implementation, hide, cost, cause, property, price, hope, info, gst.ibbrio, plan, ioi, resort",ftan,"Aug 26 2014, 01:46 PM",0.7717
360,"great, view, connexion, block, view, future",Ace Ranger,"Aug 26 2014, 01:48 PM",0.296
361,"think, connexion, directly, clio, left, understand, plan",Nidz,"Aug 26 2014, 02:14 PM",0.0
362,"nidz, congrat, ur, unit, .., ur, price, sound, good, n, 9th, floor, avoid, road, noise, ..., stay, rental, flipping",Babizz,"Aug 29 2014, 09:52 AM",0.1779
363,"refer, map, development, left, ioi, huge, land, leave, right, exactly, view, future, find, development, continue, future, face, road, mean, road, straight, connexion, designate, commercial, area, integrated, development, mean, build, service, apartment, high, rise, .ftan, yes, keen, development",ibbrio,"Aug 29 2014, 01:35 PM",0.802
364,"time, plan, stay",Nidz,"Aug 29 2014, 05:50 PM",0.0
365,"sorry, hijack, thread, honestly, follow, advice, fellow, lyn, purchase, property, year, fyi, start, study, property, purchasing, year, specific, thread, thishttps://forum.lowyat.net/topic/3327185to, answer, question, bank, ask, indicative, valuation, basic, information, property, like, floor, sqft, reno, exact, address, property, etc",norman05051984,"Aug 29 2014, 06:25 PM",0.7184
366,"ya, worry, ..., sa, mention, clio, right, edge, flyover, bridge, ..., golf, view, unit, golf, scene",Ace Ranger,"Aug 30 2014, 11:42 AM",-0.4404
367,"mall, view, phase, 1, 2!mall, view, actually, badi, believe, type, face, golf, course, mallsbut, evening, sun, rememberquite, hot, leh, experience, evenin, sun",ibbrio,"Aug 30 2014, 04:44 PM",0.0
368,"wait, nearby, neighbor",ftan,"Aug 30 2014, 08:03 PM",0.0
369,"cyberjaya, dirt, cheap",xyyap,"Aug 30 2014, 08:37 PM",-0.34
370,"finally, buy, unit, clio?which, type?which, floor, price",ibbrio,"Sep 5 2014, 09:53 AM",0.0
371,"type, c, mid, level, floor, 620800, selling, price, want, low, floor, stay, plan, change, 3, year, long, way, btw, need, input, taikor, mbb, offer, islamic, loan, think, ask, change, conventional, loan, easy, understand, lo, sign, better, inform, tomorrow, guy, lady, think",ftan,"Sep 5 2014, 10:05 AM",0.6124
372,congrat,enkil,"Sep 8 2014, 11:16 AM",0.0
373,"thank, let, 3, year, time, ioi, city, mall, good, indicator",ftan,"Sep 10 2014, 09:06 PM",0.6597
374,"eh??how, type?i, think, thinkin, early, type, c, sell, friday?no, experience, islamic, loan, share, advantages?why, ask, bank, simple, comparison, type, bank, loan?i, love, comparison",ibbrio,"Sep 18 2014, 02:06 PM",0.8105
375,"islamic, lock, period, ..., u, think, sell, vp, ..., consider, islamic",bigman,"Oct 6 2014, 07:27 AM",0.0
376,"book, friday, coz, buy, voucher, undecide, type, c, b., end, decide, stick, budget, type, c.ye, right, settle, loan, application, wait, s&p, signing, etc",ftan,"Oct 6 2014, 11:53 AM",0.0
377,"congratulation, n, good, luck",bigman,"Oct 6 2014, 12:17 PM",0.8689
378,"ya, additional, saving, thousand, dollar, voucher, lucky, think, sale, open, friday, special, arrangement, book, friday.type, b, yard, agree, slight, price, increase, base, budget",ibbrio,"Oct 6 2014, 01:31 PM",0.8519
379,"info, sale, far, week?still, left, type, oni",ibbrio,"Oct 6 2014, 02:14 PM",0.0
380,"thank, happy, stuff, settle, mbb, fast, great, service, voucher, holder, buy, day, early, saving, good, promo, rush, buy, voucher, look, clio, sale, glad, buy, preference, type, b, 2, 1, room, pricing, increase, significantly, low, unit, type, stand, sale, chart, decide, sale, people, hover, wait, pick, overall, happy, purchase, process",ftan,"Oct 6 2014, 02:46 PM",0.9643
381,"late, sale, chart?bbb, project",TSaccetera,"Oct 6 2014, 03:48 PM",0.0
382,"cheap, unit, available, type, b, 1012, sq, ft, 21st, floor, 742k",chicargo,"Oct 6 2014, 03:49 PM",0.0
383,wow,peyter,"Oct 6 2014, 03:51 PM",0.5859
384,"fyi, maybank, islamic, discount, stamp, duty, 20",yck1987,"Oct 6 2014, 04:41 PM",0.2023
385,"think, post, early, type, b, gone?maybe, reject, unit, releasedi, tell, reject, unit, price, higher, original, price, 1, 2%no, justification, understand, itis, like, reject, unit, subsalesubsale, change, handschanging, hand, mark, price",ibbrio,"Oct 6 2014, 09:02 PM",-0.0258
386,"curious, percentage, sale, define, bbb, project, think, sale, good, point, completely, sell, day, .it, apply, project, project, buy",ftan,"Oct 6 2014, 09:33 PM",0.6369
387,"project, long, 70, book, commendable, 10, 40, loan, reject, later",TSaccetera,"Oct 6 2014, 09:52 PM",-0.4019
388,"thanks, accetera, note",ftan,"Oct 6 2014, 10:48 PM",0.4404
389,"day, property, advertisement, newspaper, guess, appetite, property, stronganyway, hear, s, p, ready, sign, week, lawyer, tinkle",peyter,"Oct 6 2014, 11:12 PM",0.3612
390,"pre, gst, hype, developer, like, launch, april, entice, buyer, type",chicargo,"Oct 6 2014, 11:47 PM",0.3612
391,"tired, sale, people, launch, price, highersibeh, tiredgo, lahigher, lasee, market, response.go, lahigher, la",ibbrio,"Oct 7 2014, 12:01 AM",-0.4404
392,"guy, right, s&p, sign, week, onwards",ftan,"Oct 7 2014, 12:01 AM",0.0
393,"anybody, track, sales?ioi, quiet",ibbrio,"Oct 7 2014, 12:12 AM",0.0
394,"provide, ure, sarcasticagreed",murrayballs,"Oct 7 2014, 09:55 AM",0.0
395,"check, lately, know, ioi, roadshow, ongoing, fb, weekend, sunway, giza, ioi, city, mall, look, track, open, month, look, forward, buyer, quiet",ftan,"Oct 7 2014, 09:55 AM",0.0
396,"hear, agent, rental, demand, high, mall, opening, soon, hopefully, clio, complete, rental, hit, 3k",eco_supporter,"Oct 7 2014, 01:21 PM",0.296
397,"rental, 3k, expat, foreign, student, company, pay, accommodation?don't, think, local, pay, buy, place",ftan,"Oct 7 2014, 02:39 PM",-0.2023
398,"hit, 3k, month, ..., pj, kl, area, hit, 6k, similar, sf, ..",bigman,"Oct 7 2014, 09:25 PM",0.0
399,"know, inflation, gst, etc, coming, time, 3k, like",ftan,"Oct 7 2014, 11:14 PM",0.3612
400,"yeahhh, ...., listen, agent, know, s, good",kamilnu,"Oct 7 2014, 11:15 PM",0.4404
401,"familiar, putrajaya, rental, main, target, tenant, student, current, rental, market, prop, capital, surroundin, ioi, mall, guesz, ther, great, potential, ahead",CloudAtla$,"Oct 8 2014, 08:46 AM",0.6249
402,"watever, agent, tell, u, discount, 50",CloudAtla$,"Oct 8 2014, 08:47 AM",0.0
403,"mall, allow, chi, yuk, alcohol",CloudAtla$,"Oct 8 2014, 10:11 AM",0.2263
404,"..., 100k, feel, ..., price, merc, bmw, lexus, cheap, ...",bigman,"Oct 8 2014, 01:13 PM",0.0
405,"let, happen, gst, sure, myr, small, hope, ioi, city, mall, boost, surround, area",ftan,"Oct 8 2014, 01:15 PM",0.7845
406,"people, rent, clio, mall, time, do?they, worker",ibbrio,"Oct 8 2014, 01:33 PM",0.0
407,"korean, rental, high, bco, school, university, malaysia, bcos, mall, ..., wat, shame, ...",bigman,"Oct 8 2014, 01:43 PM",-0.4767
408,"sale, handsome, project, love, place",Kicimiao66cc,"Oct 8 2014, 01:44 PM",0.8126
409,buyer,ftan,"Oct 8 2014, 01:45 PM",0.0
410,"audience, 😁",Kicimiao66cc,"Oct 8 2014, 01:46 PM",0.0
411,"note, buyer, lyn, hmm, ..",ftan,"Oct 8 2014, 01:47 PM",0.0
412,"fall, love, place?i, like, township, need, mall, hotel, golf, highway, future, office",chicargo,"Oct 8 2014, 01:51 PM",0.7717
413,"......., good, road, system, ...., potential, rail, network",tmdsad,"Oct 8 2014, 01:54 PM",0.4404
414,"mall, factor, cyberjaya, putrajaya, lot, expat, international, school, area, .., combine, factor, good, potential",eco_supporter,"Oct 8 2014, 01:55 PM",0.4404
415,"limited, certain, buyer, know, mean",peri peri,"Oct 8 2014, 01:56 PM",0.0516
416,"a;ways, hear, thing, cyber, project",peri peri,"Oct 9 2014, 01:57 PM",0.0
417,"hahai, read, articlemalaysian, pastime, hobby, shop, walk, therei, youyou, melook, offer, sale",ibbrio,"Oct 9 2014, 03:13 PM",0.0
418,"yesterday, walk, walk, alamanda, visit, 1, year, ago, suddenly, feel, like, belong",peri peri,"Oct 9 2014, 03:22 PM",0.3612
419,"haha, understand, surprisingly, good, mix, buyer",ftan,"Oct 9 2014, 05:25 PM",0.7964
420,"like, project, surround, radius, 1, km, hehe",Kicimiao66cc,"Oct 9 2014, 09:53 PM",0.3612
421,"place, sure, belong, la, deserve, location",Kicimiao66cc,"Oct 9 2014, 10:05 PM",0.3182
422,"maybe, ioi, appeal, revoke, quota, premium, pay, kpkt, buyer, absorb",peri peri,"Oct 10 2014, 10:09 AM",-0.1027
423,"hehe, live, near, think, wanna, dinner, tgi, friday, crowd, restaurant",peri peri,"Oct 15 2014, 03:06 AM",0.0
424,"end, 2014, approach, wonder, new, mall",payamam,"Oct 16 2014, 11:33 AM",0.0
425,"u, meant?no, peri, peri, nando, chicken, suit, meh",ibbrio,"Oct 18 2014, 12:40 PM",-0.0772
426,"certain, buyer, means?insider?investor?bumi?gov?bbb, team",ibbrio,"Oct 21 2014, 01:39 AM",0.4696
427,"u, like, chicken, nando",CloudAtla$,"Oct 21 2014, 01:43 AM",0.3612
428,"know, end, eat, nando",peri peri,"Oct 28 2014, 05:54 PM",0.0
429,"expensive, small, portion, rm18++, quarter, meal, plus, tax, charge",peri peri,"Oct 28 2014, 06:52 PM",0.0
430,"priority, bumi, putrajaya, policy",peri peri,"Oct 28 2014, 08:09 PM",0.0
431,"ya, hate, chain, food, malaysia, .., think, u, like, nandos, cos, u, peri, peri, sauce",Babizz,"Oct 30 2014, 01:23 PM",-0.296
432,"luckily, order, bottomless, soft, drink, rm, 5.90, sauce, dayum, hot",peri peri,"Oct 30 2014, 01:26 PM",0.5106
433,"haha, u, chill, alamanda, time, ioi, city, thing, la, interior, look, good, n, exterior, dam, glassy, n, nice",Babizz,"Oct 30 2014, 09:19 PM",0.8271
434,"look, look, update, market, analysis, hehe",peri peri,"Oct 31 2014, 08:19 AM",0.0
435,"check, makan, makan, hahahahacan't, help, notice, yellow, peri, peri, chickenalamanda, crowd, strong, right?gov, area, earn, like, putrajaya, ...",ibbrio,"Oct 31 2014, 10:39 AM",0.5487
436,"food, court, strong, think, food, drink, nice",peri peri,"Oct 31 2014, 12:18 PM",0.7269
437,"hear, 2nd, high, household, income, putrajaya, lot, senior, staff, ..., btw, peri, peri, u, notice, new, old, mall, fail, cos, analysis, mall, otw, fail",Babizz,"Oct 31 2014, 12:19 PM",-0.7906
438,"sale, status",yunalesca,"Oct 31 2014, 12:41 PM",0.0
439,"wonder, mrt, come",TSaccetera,"Oct 31 2014, 08:58 PM",0.0
440,"good, think, population, catchment, area, uniten, upm, exceed, ioi, resort, city, ioi, strong, lobbying, power",chicargo,"Nov 1 2014, 03:55 AM",0.7096
441,"difference, look, like, launch, statusyuna, sa, loan, reject, unit",ibbrio,"Nov 1 2014, 03:59 AM",-0.0516
442,"think, mention, early, post, area, sepang, selangor, restriction",ftan,"Nov 1 2014, 04:05 AM",-0.2732
443,"far, aware, bumi, discount, yes, bumi, quota, project",chicargo,"Nov 1 2014, 10:36 AM",0.4019
444,"yeah, think",ftan,"Nov 1 2014, 10:38 AM",0.296
445,"https://www.facebook.com/ioiresortcity/phot...52783721641228/october, 14, update",chicargo,"Nov 1 2014, 10:40 AM",0.0
446,"nice, pic, fb, ya",peyter,"Nov 1 2014, 12:20 PM",0.4215
447,"opt, x, month, payment, downpayment, balance, loan, inform, 2, discount, pay, upfront, lower, pay, cheque",peyter,"Nov 1 2014, 10:12 PM",-0.4588
448,"open, nov, mall, big, got, gsc, parkson, ice, skate",xplox2007,"Nov 1 2014, 10:29 PM",0.0
449,"check, taylor, lakeside, campus, rental, high, bec, cyberjaya, high, rental, university, shopping, mall, convenience, resident, live, nearby",xplox2007,"Nov 2 2014, 03:45 PM",0.0
450,"wonder, clio?the, commercial, build, serviced, apartment",ibbrio,"Nov 2 2014, 07:37 PM",0.0
451,"stay, garden, residence, cyberjaya, ioi, city, mall, 6, minute, away, ..., yayyyyyyyyyyi, look, forward, run, errand, watch, movie, come, month, hope, open, branded, outlet, like, prada, hermes, channel",hasec,"Nov 2 2014, 08:28 PM",0.6597
452,"yeah, launch, tell, understand, commercial, 1, 2, km, ioi, city, mall, kopitiam, bank, ok, mid, high, end, f&b, outlet, tough",ftan,"Nov 2 2014, 08:37 PM",0.4404
453,"prada, hermes??i, market, area?they, start, 1st, researchperhap, phase, 2, mall, consider, prada, want",ibbrio,"Nov 2 2014, 10:13 PM",0.212
454,"bank, think, want, enter, therecar, showroomshoppe, reserve, branded, tenant, commonly, find, mallscommercial, lot, normal, f&b, ..., local, pharmacy, serve, avoid, parking, mallbetter, park, outside, shop, run, inside, grab, panadol, kinda, lifestyle, ..",ibbrio,"Nov 2 2014, 10:20 PM",-0.2263
455,"wait, garden, plaza, commercial, open, basic, stuff, like, 7, 11, open, ..., dpulze, mph, ...",ibbrio,"Nov 3 2014, 07:54 AM",0.3612
456,"https://www.facebook.com/groups/theclio/fb, page, clio",swisspalm,"Nov 3 2014, 08:33 AM",0.0
457,"bank, affordable, food, kopitiam, shop, pharmacy, car, showroom, sure, place, hope, ioi, know, market, place, people, group",ftan,"Nov 3 2014, 01:19 PM",0.6369
458,"u, guy, likey, cyberjaya?except, golf, cyberjaya",murrayballs,"Nov 3 2014, 02:14 PM",0.0
459,"think, usually, shop, near, mall, bustling?it, cater, different, market, usersam, right?has, shop, near, mall, business?unless, mall, separuh, masak, likely, lor, ...",ibbrio,"Nov 3 2014, 02:17 PM",0.0
460,"murray, ioi, different, mani, love, wake, golf, course, green, green, mistcyberjaya, mall, sizemalaysian, love, lepak, lepak, culture, free, air, cond, mall",ibbrio,"Nov 3 2014, 03:40 PM",0.9136
461,"2nd, phase, mall, incorporate, luxury, brand, clio, price, uuu, .., congratulate, clio, owner, la, .., lately, hear, electricity, price, mall, reduce, temperature, .., mall, aircond, like, space, u8, shah, alam, die, ..",Babizz,"Nov 3 2014, 04:36 PM",0.2023
462,"hope, ioi, city, mall, soft, opening, dpulze, today",ftan,"Nov 3 2014, 10:37 PM",0.4404
463,"check, reveal, phase, 2, mall, construct, later, stage, nla, 900,000, sq, ft, phase, 2, close, proximity, universiti, tenaga, nasional, propose, uniten, mrt, station, potentially, locate, there.http://www.nst.com.my/node/48299",chicargo,"Nov 4 2014, 08:16 AM",0.0
464,"clio, sell, ioipg, second, condo, project, putrajaya, puteri, palm, 2011, achieve, 70, launch, august, clio, estimate, gdv, myr180, m, asp, myr650, psf, expect, future, gdv, remain, putrajaya, land, expand, boost, late, infrastructure, development, source, rhb, research",chicargo,"Nov 4 2014, 12:18 PM",0.6124
465,"suppose, die, die, want, golf, course, view, mean, good, buy, lerpoint, mall, golf, course, need, smack, door, quick, 5, 10, min, drive, sufficelike, damansara, u, pj, people, wish, live, bandar, utama, close, utamaend, result, end, drive, mall, bandar, utama, peopledaily, lepak, mamak, kopitiam, leh, people, mall, weekend, mostlyeven, u, frequent, mall, week, mind, drive, mallsreduce, ac, bring, end, result, like, space, u8, lahpersonally, c, work, like, sunway, gizaspace, u8, apprearance, lack, class",murrayballs,"Nov 4 2014, 10:35 PM",-0.0516
466,"sunway, giza, mall, reallymore, like, neighbourhood, commercial, portion, air, conditionedhaha, golf, course, mall, bonusmalaysian, want, choose, good, low, price",ibbrio,"Nov 4 2014, 11:26 PM",0.5574
467,"dpulze, opened?how, experience?similar, current, mall, klang, valley?like, paradigm, type",ibbrio,"Nov 4 2014, 11:31 PM",0.0
468,"depend, strategy, ability, attract, brand, retailerseven, sufficient, crowd, class, shopping, centralise, klplace, like, 1, u, incorporate, branded, retailer, sure, sale, revenue, match, pavilion, starhill, ...",ibbrio,"Nov 4 2014, 11:32 PM",0.8225
469,"expectation, soft, opening, shop, open, drop, think, like, empire, layout, paradigm, mall, soft, opening, safe",ftan,"Nov 4 2014, 11:38 PM",0.5106
470,"empire, subang?then, small, not?they, open, tenant, ready, ..",ibbrio,"Nov 5 2014, 12:27 AM",0.4329
471,"yeah, mean, empire, subang, didn't, explore, coz, worker, set, mall",ftan,"Nov 5 2014, 05:46 AM",0.296
472,"hi, know, s, selling, price, now?type, c, sell",lupjoeq,"Nov 5 2014, 09:51 AM",0.0
473,"fully, sell, look, bad, ......, ioi, ptj",PeriPeri2014,"Nov 5 2014, 10:20 AM",-0.5809
474,"think, fully, sell, big, unit, leave, drop, sale, office, visit, ioi, city, mall, lazy",ftan,"Nov 5 2014, 12:53 PM",-0.5859
475,"share, u, ....",PeriPeri2014,"Nov 10 2014, 09:56 PM",0.296
476,"yeah, sure, probably, 3rd, week, november, like, car, park, allocate, unit, lift, away, entrance, opposite, recall, plan, pillar, car, park, need, worry, neighboring, car, accidentally, scrape, car",ftan,"Nov 11 2014, 08:14 AM",0.1779
477,"offer, rebate, freebie",lupjoeq,"Nov 16 2014, 05:15 PM",0.4215
478,"freebie, standard, air, con, kitchen, cabinet, stove, shower, screen, digital, lock, set, rebate, sure, late, deal, interested, buy",ftan,"Nov 16 2014, 05:28 PM",0.7783
479,"think, 1u, hit, half, pavilion, good, .., starhilll, dead",Babizz,"Nov 16 2014, 05:55 PM",-0.34
480,"look, saiz, big, malaysia, wor, ......, branded, inside, day, 6c6c, ......, dman, f***e, big",PeriPeri2014,"Nov 16 2014, 06:03 PM",0.0
481,"hate, 1u, hope, mall, away, business, ..., retail, mix, strategy, haphazard, .., feel, like, shop, ..",Babizz,"Nov 18 2014, 08:32 AM",0.1779
